"","Transect_id","elevation","cwd","aet","clay","sand","silt","awc","year","Month","spei"
"1","1HAS1",2382.26538085938,759.938171386719,510.171722412109,20.26975440979,38.9208488464355,30.7249221801758,0.418847501277924,1981,1,NA
"2","1HAS1",2382.26538085938,759.938171386719,510.171722412109,20.26975440979,38.9208488464355,30.7249221801758,0.418847501277924,1990,12,0.538873923529199
"3","1HAS1",2382.26538085938,759.938171386719,510.171722412109,20.26975440979,38.9208488464355,30.7249221801758,0.418847501277924,1996,2,-0.614932644992608
"4","1HAS1",2382.26538085938,759.938171386719,510.171722412109,20.26975440979,38.9208488464355,30.7249221801758,0.418847501277924,1986,8,1.17331974250279
"5","1HAS1",2382.26538085938,759.938171386719,510.171722412109,20.26975440979,38.9208488464355,30.7249221801758,0.418847501277924,1996,7,0.525105802400299
"6","1HAS1",2382.26538085938,759.938171386719,510.171722412109,20.26975440979,38.9208488464355,30.7249221801758,0.418847501277924,2001,9,-1.26262538641465
"7","1HAS1",2382.26538085938,759.938171386719,510.171722412109,20.26975440979,38.9208488464355,30.7249221801758,0.418847501277924,1992,3,0.0317237937725139
"8","1HAS1",2382.26538085938,759.938171386719,510.171722412109,20.26975440979,38.9208488464355,30.7249221801758,0.418847501277924,2002,2,-1.02193606381508
"9","1HAS1",2382.26538085938,759.938171386719,510.171722412109,20.26975440979,38.9208488464355,30.7249221801758,0.418847501277924,2012,1,-0.142099538517176
"10","1HAS1",2382.26538085938,759.938171386719,510.171722412109,20.26975440979,38.9208488464355,30.7249221801758,0.418847501277924,1997,10,1.13415707590535
"11","1HAS1",2382.26538085938,759.938171386719,510.171722412109,20.26975440979,38.9208488464355,30.7249221801758,0.418847501277924,2007,9,0.287489696584342
"12","1HAS1",2382.26538085938,759.938171386719,510.171722412109,20.26975440979,38.9208488464355,30.7249221801758,0.418847501277924,2017,8,-1.25096246572549
"13","1HAS1",2382.26538085938,759.938171386719,510.171722412109,20.26975440979,38.9208488464355,30.7249221801758,0.418847501277924,2003,5,-0.497971332357567
"14","1HAS1",2382.26538085938,759.938171386719,510.171722412109,20.26975440979,38.9208488464355,30.7249221801758,0.418847501277924,1983,7,-0.240473626912855
"15","1HAS1",2382.26538085938,759.938171386719,510.171722412109,20.26975440979,38.9208488464355,30.7249221801758,0.418847501277924,2013,4,-1.3717129890774
"16","1HAS1",2382.26538085938,759.938171386719,510.171722412109,20.26975440979,38.9208488464355,30.7249221801758,0.418847501277924,2008,12,0.51621052964574
"17","1HAS1",2382.26538085938,759.938171386719,510.171722412109,20.26975440979,38.9208488464355,30.7249221801758,0.418847501277924,1989,2,-0.0860861082431089
"18","1HAS1",2382.26538085938,759.938171386719,510.171722412109,20.26975440979,38.9208488464355,30.7249221801758,0.418847501277924,2018,11,0.359135752489965
"19","1HAS1",2382.26538085938,759.938171386719,510.171722412109,20.26975440979,38.9208488464355,30.7249221801758,0.418847501277924,2014,7,0.777346716905446
